AUTHOR,TOTAL BOOKS,BOOK TITLES
"Prabhakar, A and Malhotra, A",2,"The Mirror of values: A series of life skills and value education,The Mirror of Values: A series of life skills and Value Education"
"Prabhakar, and Malhotra, A",1,The Mirror of Values : A series of Life skill and Value Education
"Prabhakaran, A. P.",5,"CBSE 2018 exam kit in mathematics: class 12,Golden Mathematics: class 11,Golden Mathematics: class 12,Mathematics: Xam- kit 12,Mathematics: Xam-kit 11"
"Pradeep, Jatinder",5,"100% Success sample question papers in  science: term 2,class 10,Self study in science 10,Self study in science 10,Self study in science 9,Self study in science 9"
"Prakash, S and Gupta, B L",2,"Secondary Social Sciences,Secondary Social Sciences"
"Prakash, V.",1,Shiv khera little leaders
"Pransalkar, S",1,Treasures of Life
Prasad Jayshankar,1,Kankaal (Hindi)
"Prasad, R",1,I want to know general knowledge 4
"Prasad, R.",1,Maths the Easyway
"Pratap, S",5,"Computer Science,Start Up Computer Science,Start Up Computer science,Start Up Computer Science,Start Up Computer science"
"Prathap, S",1,Start Up Computer Science
Pratyush Gautam,2,"Manak hindi vyakaran evam rachana: class 7,Manak hindi vyakaran evam rachana: class 8"
Pritam Amruta,2,"Jalte bujhte log (hindi),Khamoshi ke anchal me (hindi )"
Pullman Philip,1,Northern Lights
"Pundir, Archana; Sharma, Neha",2,"Start up Science 6,Start up science teachers resource pack: class 8"
"Punhani,Renu",4,"Mathematics in everyday life,Mathematics in everyday life,Mathematics in everyday life,Mathematics in everyday life"
"Punjabi, Sakshi",1,Firefly computer information technology
"Purang, R",3,"Knowledge Ahead : General Knowledge,My Science Book : Understanding and enjoying Science,See our world Environmental Studies"
"Purang, Y P",2,"Composite Science,Science: Model sample papers"
"Purang, Y P and malhotra, S",1,Secondary Science Practicles
"Purang, Y P, Jaisingh, S and Sehgal, N",1,Composite Science for us
"Purang, Y P., Jaisingh, S., and Sehgal, N",2,"Composite Science for us,Computer Science"
"Purang, Y.P.; Jaisingh, Sunita and Sehgal, Neelam",1,Composite science
"Purkayastha, S",2,"Maths quest 6,Maths quest 8"
"Purkayastha, S, Murthy, S and jain, J A P",1,Mathematics
"Putti, M R S and Michael, R F B",1,wonder world of knowledge Quest
"Putti, M.",2,"Jeevandeep Wonder World of general knowledge,Wonder World of Knowledge Quest"
"Putti, R S M and Michael, B",1,Wonder World of Knowledge Quest
"Pyle, Howard",3,"Adventure of Robinhood:Immortal illustrated classics,The adventures of robin hood,The adventures of Robinhood"
"Qureshi, A A.",1,Modern Numericals in Physics
R S Aggarwal,19,"Mathematics 10,Mathematics 6,Mathematics 6,Mathematics 6,Mathematics 6,Mathematics 6,Mathematics 6,Mathematics 7,Mathematics 7,Mathematics 7,Mathematics 7,Mathematics 7,Mathematics 8,Mathematics,class 6,Mathematics,class 6,Mathematics,class 7,Mathematics,class 7,Mathematics,class 7,Secondary School Mathematics 9"
R.K.Narayan,8,"Malgudi Adventures;classic tales for children,Malgudi ki kahaniya (hindi),Malgudi school days,Mr.Sampath,Talkative Man,The dark room,The man eater of malgudi,Workbook Mathematics 6"
R.L.Arora; S.L.Arora,4,"Mathematics vol.1,Mathematics vol.1,Mathematics vol.1,Mathematics vol.2"
Radha Bahuguna,5,"Indian economic developement,Introductory Macro Economics,Introductory macro economics 12,Introductory Micro Economics,Project work in economics"
"Radhakrishnan, R",1,English First : A Multi Skill Language Course
"Rai, A N",1,Environmental Education
"Raj, K and Kaur, H",1,Celebrate :An Activity based multi skill course in english
"Rajan, Raviv",2,"All in one Hindi B, Term 1,Social Studies"
"Rajavi, Z.",1,Life a environmental studies
"Rajdhan, S K",2,"Map Practice Book,Map Practice Book"
"Rajeevan, K and Kaul, N",2,"New Broadway : A multi skill Course in English,New Broadway: A multi skill course in english"
"Rajgopal, G",1,Celebrate : An Activity based Multi skills Course In English
"Rajput, A",8,"Magical Math 5,Magical mathematics,Magical mathematics 5,Math Power,Math Power,Math Power 6,Math Power 7,Math Power 8"
"Rajput, A.",1,Math Power
"Rajput, R",1,Activities in Mathematics
"Ram Mohan; Tiwari, Abhilasha",4,"Maths wisdom 5,Maths wisdom 8,Maths wisdom: class 2,Maths wisdom: class 3"
"Ram, S K and Gunashekar, P",6,"Learning to Communicate,New Learning To Communicate,New! Learning Communicate,New! Learning to Communicate,New! Learning to Communicate,New! Learning to Communicate"
"Ram, S. K.",5,"Learning to communicate,Learning to communicate Course book,New learning to Communicate,New learning to Communicate,New learning to Communicate"
"Ram, S.K and Mason, J.A",4,"New! Learning to communicate,New! Learning to communicate,New! Learning to communicate,New! Learning to communicate"
"Ram, S.K.",1,New learning to Communicate
"Ram, SK and Mason, JA",1,New ! Learning to Communicate
"Ram, U and Mani, U",2,"Sunshine Skill based,Sunshine Skill Based reader"
"Ramachandran, G",7,"A new Leaf : Main Course book in English,A new Leaf : Main Course book in English,Elements,Milestone in English : Main Course book,Page by Page : A new generation grammar series,Page by Page : A new generation grammar series,Page by Page : A new generation grammar series"
"Ramakrishnan, A",1,On the xpressway
"Raman, U",3,"Interacting in english,New communicate in english 8,New communicate in english 8"
"Raman, U and Sehgal, N",11,"Communicate in English,Communicate in English,Communicate in English,Communicate in English: Acourse an activity based integrated skills course,Communicative English,Communicative in English,Communicative in English,Communicative in english,Communicative in english : An activity based integrated skill course,Communicative in english : An activity based integrated skill course,Communicativein English: An activity Based Integrated Skill Course"
"Raman, U.",7,"Communicate in english,Communicate in English,Communicate in English,Communicate in english: an Activity Book,Networks English Across the Curriculum,Networks English Across the Curriculum,Revised Communicate in English"
"Raman, V",4,"English First : A Multi Skill Languages Course,English First : A Multi Skill Languages Course workbook , Class 7,English First : A Multi Skill Languages Course, Class 7,English First : A Multi Skill Languages Course, Literature Reader, Class 7"
"Ramanathan, K",2,"Mr. Know All : General Knowledge,Mr. Know All GK."
"Ramanathan, K.",1,Mr. Know All GK.
Ramanujan,1,math lab Workbook
"Ramanujan,",1,Mathslab
"Ramchandran, G?et al",1,Milestone in English
"Ramchandran, K and Korde, S",5,"Composite Mathematics,Composite Mathematics,Composite Mathematics,Composite Mathematics,Grow with composite Mathematics 5"
"Ramchandran, K.",2,"Grow With Composite Mathematics,Grow With Composite Mathematics"
"Ramchandran, Kalyani; Korde, Swati",3,"Grow with composite mathematics: class 1,Grow with composite mathematics: class 2,Grow with composite mathematics: class 3"
Ramesh,1,G. K.
"Ramesh, B",1,Images : a Comprehensive course in English
"Ramnaresh, Ahir Prabhunath",1,Prayojanmulak prashsanik Hindi aur paribhashik shabdawali
Ramsudhar Sinh,7,"Pallav hindi pathypustak: class 2,Pallav hindi pathypustak: class 3,Pallav hindi pathypustak: class 4,Pallav hindi pathypustak: class 5,Pallav hindi pathypustak: class 6,Pallav hindi pathypustak: class 7,Pallav hindi pathypustak: class 8"
"Randhawa, Jasvinder Kaur",4,"examguru science: prepare, practice, perform, class 10,Sample Papers - Science,Self study in Social science 10,Super 20 science sample papers: class 9"
"Randhawa, K S",7,"100% Succeess: Sample Question Papers in Social Science Term-2,100% Succeess: Sample Question Papers in Social Science Term-2,100% Success Sample Papers Social Science,100% Success Sample Papers Social Science, term 1, class 10,100% success sample Question papers in Economics,Self study in social science 10,Self study in social science 9"
"Randhawa, K. S.",2,"Evergreen CBSE self study in social science: class 10,Evergreen CBSE self study in social science: class 9"
"Randhawa, K.S.",4,"100% success sample question papers in  Social Science  term 2, class 10,100% success sample question papers in  Social Science  term 2, class 9,100% Success sample question papers in Social science: term 2,class 10,100% sucess sample question papers in Social Science term 1, class 9"
"Ranganathan, H and Gupta, S",3,"Math Xpress,Maths Express 8,Maths Xpress 8"
"Rao, A and Murthy, A S R",2,"Core Mathematics,Core Mathematics"
"Rao, D K and Kaur J J",5,"Living Science : Biology,Living Science : Biology,Living science Biology 10,Living science biology 9,Living Science: Biology"
"Rao, I. S.",1,Try Out ! : A Book of mathslab Actvities and Mental math
"Rao, J N",2,"Exploring Computer World,Exploring Computer world"
"Rao, J. N.",1,Exploring computer world
"Rao, N D V P",13,"Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,Lerner''s English grammar and composition,The Grammar Gate,The Grammar Gate"
"Rao, N.D.V. Prasad",8,"Grammar 7,Leaeners'' english grammar,Leaeners'' english grammar,Learner''s Engish Grammar and Compositon,Learner''s Engish Grammar and Compositon,The grammar Gate  8,The grammar gate 6,The Grammar Gate 7"
"Rao, N.D.V.P.",2,"Learners'' English Grammar and Composition,The Grammar Gate"
"Rao, P and Shivaram, K",1,Challenge mathematics
"Rao, P N D V",1,Learner''s English Grammar and Composition
"Rao, S.",1,Try Out ! : A book of math lab Activities and mental math
"Rao, T.V.",1,IIM Ahmedabad: Managers who make a difference
"Rao,J. N.",1,Exploring computer world
"Rao,P. S.",1,Mathematics
"Rao,S.",1,Try Out : A book of math lab Activities and mental math
"Rastogi, A, Aggarwal, T and Bisla, N S",1,All in one : Mathematics
"Rastogi, Anupam",1,"10 sample question papers social science: term 2, class 9"
"Rastogi, Sudha; Siddiqui, S. A.",1,"Golden workbook social science: assignment and practice material: term 2, class 9"
"Rastogi, Sudha......et al",1,"Social science with sample paper,Term 1& 2"
"Rastogi, Sudha.et al",1,"Social science with sample paper,Term 1& 2"
"Rastogi, V B",7,"A simple study of biology 10,Biology,Biology,Fandamentals of Biology,Science booster 7,Science booster 7,Science Power"
"Rastogi, V B and Mahajan, S",3,"Science Booster,Science Booster,Science Booster"
"Rastogi, V B, singh, A and Mahajan, S",1,Science Power
"Rastogi, Veer Bala",2,"A simple study of biology: class 10,A simple study of biology: class 9"
Ravi Sudha,10,"Grammar land 5,Grammar land 6,Grammar land 6,Grammar land 6,Grammar land 6,Grammar land 7,Grammar land 7,Grammar land 7,Grammar land 7,Grammar Land 7"
"Ravi, A.",1,Earth links Environmental Studies for primary classes
"Ravi,Sudha; Gulanti, Sabina",2,"Together with English communicative solution , term 2, Class 10,Together with English communicative, term 2 ,Class 10"
"Ravirala, R",3,"Math Wise,Math Wise,Pradeep's science chemistry"
"Ravoori, M",1,Language in Use english Grammar
"Rawat, Veenita",1,"examguru mathematics: prepare, practice, perform, class 9"
Ray Satyajit,7,"A killer in Kailash,The adventures of Feluda: the royal bengal mystery,The adventures of feluda:the royal bengal mystery,The compelete adventures of Feluda,The emperor's ring: The adventures of Feluda,The house of death:the adventures of feluda,Trouble in Gangtok"
"Ray, K",4,"Computer ahead,Computer Ahead,Computer Ahead,Computers Ahead: Information technology"
"Ray, R",1,One a week Spelling tests
"Ray, S",6,"Avenues : A course on developing English skills,Avenues : A course on developing English skills,Avenues : A course on developing English skills,Avenues: A Course on developing English Skills,Grammar Trendz 8,Mahi"
"Ray, Ukkayini....et al.",1,Footprints
"Raza, T.",1,Different Strokes Cursive Writing Series
"Razavi, Z H",2,"Environmental Studies,Life : A Book Of Environmental Studies"
"Razavi, Z H and Sharma, N",2,"Environmental Studies,Life: A Book of Environmental studies"
"Reddy, K. V.",2,"Social Science History,Study companion in social science10"
Reliable enterprises,1,Question bank -mathematics
"Reynolds, Toby",1,Gigglers disgusting jokes
"Ridout, C J",13,"The Path to English,The Path to English,The Path to English,The path to English,The path to English,The path to English,The path to English,The path to English,The path to English,The path to English,The path to English,The path to English,The path to English"
"Ridout, C. J.",2,"The path to  English,The Path to English"
"Ridout, C.J",1,The Path To English
"Ridout, CJ",1,The Path to  English
Riordan Rick,5,"Percy Jackson and the battle of the labyrinth 4,Percy Jackson and the last olympian  5,Percy Jackson and the lighting thief 1,Percy Jackson and the sea of monsters 2,Percy Jackson and the Titan's curse 3"
"Roadrigues, Carmeline",5,"Interacitve grammar,Interactive Grammar,Interactive Grammar,Interactive Grammar Exercises,Interactive Grammar Exercises"
Robin Sharma,3,"Mega living,The 5 am club,The monk who sold his ferrari"
Rohan Book Company,3,"Book of synonyms & antonyms,Sanskrit Vyakaran,World''s great Scientist"
Rohit,4,"Sample papers: biology,Sample papers: computer science with C++,Sample papers: english core,Sample papers: physics"
Rohit Publications,1,Sample papers with model test papers in social science
"Rolland, Romain",1,People who changed the world: Mahatma Gandhi
"Romain, Rolland",2,"Pradeep's fundamental mathematics,World religion of Vivekananda whose time is now"
Rosha M,1,Everyday Social Studies
"Rosha, M",1,Everyday Social Studies
"Rosha, m.",1,Social Studies
Rowling J K,9,"Harry potter and cursed child,Harry Potter and the chamber of secrets,Harry Potter and the deathly hallows,Harry Potter and the Goblet of fire,Harry Potter and the half blood prince,Harry Potter and the order of the phoenix,Harry Potter and the prisoner of Azkaban,Harry Potter:The philosopher's stone,The Ickabog"
